"topic","title","url","date","type","source"
"All","Linking Climate Policy with Development Strategy: Options for Brazil, China, and India","https://www.belfercenter.org/publication/linking-climate-policy-development-strategy-options-brazil-china-and-india","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Developing Better Policies for the Sustainable Development of the Indian Coal Sector","https://www.belfercenter.org/publication/developing-better-policies-sustainable-development-indian-coal-sector","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Rise of Market Mechanisms in Global Climate Politics: Examining the Political Role of American and European Companies","https://www.belfercenter.org/publication/rise-market-mechanisms-global-climate-politics-examining-political-role-american-and","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Constraining Iran's Nuclear Program: Assessing Options and Risks","https://www.belfercenter.org/publication/constraining-irans-nuclear-program-assessing-options-and-risks","","Presentations","Managing the Atom Project, Belfer Center"
"All","Global Climate Disruption: What Do We Know? What Should We Do?","https://www.belfercenter.org/publication/global-climate-disruption-what-do-we-know-what-should-we-do","","Presentations","Science, Technology, and Public Policy Program, Belfer Center"
"All","Africa in the Age of Rapid Technological Change","https://www.belfercenter.org/publication/africa-age-rapid-technological-change","","Presentations","Science, Technology, and Globalization Project, Belfer Center"
"All","Building a World that Buries Climate Change","https://www.belfercenter.org/publication/building-world-buries-climate-change","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Coal and India’s Energy Future","https://www.belfercenter.org/publication/coal-and-indias-energy-future","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Securing the Bomb 2007","https://www.belfercenter.org/publication/securing-bomb-2007","","Books","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative"
"All","On the Influence of Carbon Capture and Storage on the Location of Industrial Facilities","https://www.belfercenter.org/publication/influence-carbon-capture-and-storage-location-industrial-facilities","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Recent Findings from Climate Science and their Implications for Policy","https://www.belfercenter.org/publication/recent-findings-climate-science-and-their-implications-policy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Policy Options for Reducing Oil Consumption and Greenhouse-Gas Emissions from the U.S. Transportation Sector","https://www.belfercenter.org/publication/policy-options-reducing-oil-consumption-and-greenhouse-gas-emissions-us-transportation","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","A Joint Workshop on IGCC & Co-Production and CO2 Capture & Storage","https://www.belfercenter.org/publication/joint-workshop-igcc-co-production-and-co2-capture-storage","","Reports & Papers","Environment and Natural Resources Program, Belfer Center"
"All","Status of the Coal Sector and Advanced Coal Technology in India","https://www.belfercenter.org/publication/status-coal-sector-and-advanced-coal-technology-india","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","State-level Socio-political Influences on Deployment of Emerging Energy Technologies: A Framework for Characterization","https://www.belfercenter.org/publication/state-level-socio-political-influences-deployment-emerging-energy-technologies","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","A Review of Research on Geological Storage of CO2 in Australia and the USA","https://www.belfercenter.org/publication/review-research-geological-storage-co2-australia-and-usa","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Belfer Center and Nuclear Weapons Policy: Security in the Post-Cold War Era","https://www.belfercenter.org/publication/belfer-center-and-nuclear-weapons-policy-security-post-cold-war-era","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Passenger Vehicle Emissions in China, and an Analysis of Possible Mitigating Policy Options","https://www.belfercenter.org/publication/passenger-vehicle-emissions-china-and-analysis-possible-mitigating-policy-options","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Deploying Emerging Energy Technologies: An Interdisciplinary Framework","https://www.belfercenter.org/publication/deploying-emerging-energy-technologies-interdisciplinary-framework","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Energy-Technology Innovation","https://www.belfercenter.org/publication/energy-technology-innovation","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Towards a National Policy on Cars, Oil, and Climate","https://www.belfercenter.org/publication/towards-national-policy-cars-oil-and-climate","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Progress and Development of Advanced Coal Technology in China","https://www.belfercenter.org/publication/progress-and-development-advanced-coal-technology-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Assessing the President's FY08 Energy RD&D Budget Request","https://www.belfercenter.org/publication/assessing-presidents-fy08-energy-rdd-budget-request","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Moonshine, Manhattan, Maud, Monte Bello: British Scientists and Nuclear Policy","https://www.belfercenter.org/publication/moonshine-manhattan-maud-monte-bello-british-scientists-and-nuclear-policy","","Presentations","Managing the Atom Project, Belfer Center"
"All","Funding for U.S. Efforts to Improve Controls Over Nuclear Weapons, Materials, and Expertise Overseas: Recent Developments and Trends","https://www.belfercenter.org/publication/funding-us-efforts-improve-controls-over-nuclear-weapons-materials-and-expertise-0","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Update on Climate Science: What Has Been Learned Lately","https://www.belfercenter.org/publication/update-climate-science-what-has-been-learned-lately","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The New Culture of Innovation: Africa in the Age of Technological Opportunities","https://www.belfercenter.org/publication/new-culture-innovation-africa-age-technological-opportunities-1","2007-01-29T12:00:00Z","Reports & Papers","Science, Technology, and Globalization Project, Belfer Center"
"All","The Role of Policy in Energy-Technology Innovation","https://www.belfercenter.org/publication/role-policy-energy-technology-innovation","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Searching for Oil: China's Oil Initiatives in the Middle East","https://www.belfercenter.org/publication/searching-oil-chinas-oil-initiatives-middle-east","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Industrial Organization and the Prospects for Carbon Capture and Storage in Deep Sea Sediment","https://www.belfercenter.org/publication/industrial-organization-and-prospects-carbon-capture-and-storage-deep-sea-sediment","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China’s Demand for Energy: Expected Trends, Impacts, and Implications","https://www.belfercenter.org/publication/chinas-demand-energy-expected-trends-impacts-and-implications","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Corporate Average Fuel Economy (CAFE) Program: Research Highlights","https://www.belfercenter.org/publication/corporate-average-fuel-economy-cafe-program-research-highlights","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China’s Energy Challenges","https://www.belfercenter.org/publication/chinas-energy-challenges","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China’s Automobile Growth and Implications for World Oil Markets","https://www.belfercenter.org/publication/chinas-automobile-growth-and-implications-world-oil-markets","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China’s Challenge in Strengthening its Energy Security","https://www.belfercenter.org/publication/chinas-challenge-strengthening-its-energy-security","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Meeting the Climate-Energy Challenge: What Do We Know? What Should We Do? What Can Philanthropists Do?","https://www.belfercenter.org/publication/meeting-climate-energy-challenge-what-do-we-know-what-should-we-do-what-can","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The California ZEV Mandate: Policy Origins and Dynamics","https://www.belfercenter.org/publication/california-zev-mandate-policy-origins-and-dynamics","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Environment and Sustainable Well-Being","https://www.belfercenter.org/publication/environment-and-sustainable-well-being","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Meeting the Intertwined Challenges of Energy and Climate Change","https://www.belfercenter.org/publication/meeting-intertwined-challenges-energy-and-climate-change","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Securing the Bomb 2006","https://www.belfercenter.org/publication/securing-bomb-2006","","Reports & Papers","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative"
"All","Roundtable on Barriers and Incentives for Hybrid Vehicles in China","https://www.belfercenter.org/publication/roundtable-barriers-and-incentives-hybrid-vehicles-china","","Reports & Papers","Belfer Center for Science and International Affairs"
"All","Placing Iran's Enrichment Activities in Standby","https://www.belfercenter.org/publication/placing-irans-enrichment-activities-standby","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","The Methodology of In-use Vehicle Emissions Study","https://www.belfercenter.org/publication/methodology-use-vehicle-emissions-study","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Targets, Options, and Strategies for Climate-Change Mitigation","https://www.belfercenter.org/publication/targets-options-and-strategies-climate-change-mitigation","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Keynote Speech on Carbon Management Technology Needs","https://www.belfercenter.org/publication/keynote-speech-carbon-management-technology-needs","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","International Experience with Policy for Hybrid Vehicles","https://www.belfercenter.org/publication/international-experience-policy-hybrid-vehicles","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Future of Electricity Supply: Challenges and Options","https://www.belfercenter.org/publication/future-electricity-supply-challenges-and-options","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Preliminary Results of China In-use Vehicle Emissions Project","https://www.belfercenter.org/publication/preliminary-results-china-use-vehicle-emissions-project","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Growth vs. Sustainability in a Climate-Constrained World","https://www.belfercenter.org/publication/growth-vs-sustainability-climate-constrained-world","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Clean-Coal Technology Roadmap","https://www.belfercenter.org/publication/clean-coal-technology-roadmap","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Economic, Environmental, & National Security Challenges of Energy Supply and the Role of Science & Technology in Addressing Them","https://www.belfercenter.org/publication/economic-environmental-national-security-challenges-energy-supply-and-role-science","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Making Sense of President Bush’s New Advanced Energy Initiative","https://www.belfercenter.org/publication/making-sense-president-bushs-new-advanced-energy-initiative","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Update on the China In-use Vehicle Emissions Project","https://www.belfercenter.org/publication/update-china-use-vehicle-emissions-project","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Tariff-based incentives for improving power plant efficiency","https://www.belfercenter.org/publication/tariff-based-incentives-improving-power-plant-efficiency","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Finding a Way Out of the Iranian Nuclear Crisis","https://www.belfercenter.org/publication/finding-way-out-iranian-nuclear-crisis","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","China Shifts Gears","https://www.belfercenter.org/publication/china-shifts-gears","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Climate Change and Energy Policy","https://www.belfercenter.org/publication/climate-change-and-energy-policy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Climate Change, Energy, and Developing Countries","https://www.belfercenter.org/publication/climate-change-energy-and-developing-countries","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Climate Change, Coal, & India","https://www.belfercenter.org/publication/climate-change-coal-india","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Energy Policy in the United States: Harmonizing Energy-Security and Climate-Change Objectives","https://www.belfercenter.org/publication/energy-policy-united-states-harmonizing-energy-security-and-climate-change-objectives","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Comments on the Draft Report of Expert Committee on Integrated Energy Policy","https://www.belfercenter.org/publication/comments-draft-report-expert-committee-integrated-energy-policy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China’s Energy Security","https://www.belfercenter.org/publication/chinas-energy-security","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Energy & Autos in China","https://www.belfercenter.org/publication/energy-autos-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Chinese Energy Demand","https://www.belfercenter.org/publication/chinese-energy-demand","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Innovation and Learning in the Chinese Automobile Industry Through Technology Transfer","https://www.belfercenter.org/publication/innovation-and-learning-chinese-automobile-industry-through-technology-transfer","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Extremism in Islamic Shi'ite's Faith","https://www.belfercenter.org/publication/extremism-islamic-shiites-faith","","Presentations","Science, Technology, and Public Policy Program, Belfer Center"
"All","China’s Auto Industry: Reconciling Economic Development, Energy Markets, Environmental Quality, and Oil Security","https://www.belfercenter.org/publication/chinas-auto-industry-reconciling-economic-development-energy-markets-environmental","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Coupling CO2 Capture and Storage with Coal Gasification: Defining ""Sequestration-Ready"" IGCC","https://www.belfercenter.org/publication/coupling-co2-capture-and-storage-coal-gasification-defining-sequestration-ready-igcc-0","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","CO2 Capture and Storage (CCS): Exploring the Research, Development, Demonstration, and Deployment Continuum","https://www.belfercenter.org/publication/co2-capture-and-storage-ccs-exploring-research-development-demonstration-and-deployment","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Financing Chinese Refinery Upgrade","https://www.belfercenter.org/publication/financing-chinese-refinery-upgrade","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Providing Low-Sulfur Fuels for Transportation Use: Policy Options and Financing Strategies in the Chinese Context","https://www.belfercenter.org/publication/providing-low-sulfur-fuels-transportation-use-policy-options-and-financing-strategies","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Foreign & Domestic Automakers in China: Reconciling Economic Development, Environmental Quality, and Oil Security","https://www.belfercenter.org/publication/foreign-domestic-automakers-china-reconciling-economic-development-environmental","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Coupling CO2 Capture and Storage with Coal Gasification: Defining Sequestration-Ready IGCC","https://www.belfercenter.org/publication/coupling-co2-capture-and-storage-coal-gasification-defining-sequestration-ready-igcc","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Deploying IGCC in This Decade with 3Party Covenant Financing: Volume II","https://www.belfercenter.org/publication/deploying-igcc-decade-3party-covenant-financing-volume-ii","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Zoom Zoom Zoom: China’s Automobile Revolution","https://www.belfercenter.org/publication/zoom-zoom-zoom-chinas-automobile-revolution","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Innovation of Advanced Coal Technologies in China","https://www.belfercenter.org/publication/innovation-advanced-coal-technologies-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Global Climate Change and Coal-Fueled Energy System: The Case of IGCC-CCS in China","https://www.belfercenter.org/publication/global-climate-change-and-coal-fueled-energy-system-case-igcc-ccs-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Research Proposal on In-Use Vehicle Emissions in China","https://www.belfercenter.org/publication/research-proposal-use-vehicle-emissions-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Reconciling Climate Change Mitigation Development and Global Energy Demand: Technology, Policy and Strategy of Carbon Management","https://www.belfercenter.org/publication/reconciling-climate-change-mitigation-development-and-global-energy-demand-technology","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Advancing the Demonstration and Deployment of CO2 Capture and Storage Technology: The Link with Coal Gasification","https://www.belfercenter.org/publication/advancing-demonstration-and-deployment-co2-capture-and-storage-technology-link-coal","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Technical Conceptualization of In-Use Vehicle Emissions Study","https://www.belfercenter.org/publication/technical-conceptualization-use-vehicle-emissions-study","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Statement of William G. Rosenberg for the Clean Coal Conference","https://www.belfercenter.org/publication/statement-william-g-rosenberg-clean-coal-conference","","Testimonies","Belfer Center for Science and International Affairs"
"All","Expanding Coal Use While Protecting the Climate","https://www.belfercenter.org/publication/expanding-coal-use-while-protecting-climate","","Testimonies","Belfer Center for Science and International Affairs"
"All","Finding Solutions to China’s Energy Problems: The Roles of Advanced Coal Technologies","https://www.belfercenter.org/publication/finding-solutions-chinas-energy-problems-roles-advanced-coal-technologies","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Alleviating China’s Energy Insecurity: Business, Government, and Strategy","https://www.belfercenter.org/publication/alleviating-chinas-energy-insecurity-business-government-and-strategy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Decision-making in Energy with Elusive Constraints on CO2","https://www.belfercenter.org/publication/decision-making-energy-elusive-constraints-co2","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Integrating Carbon Capture and Storage with IGCC: Economic and Technical Challenges","https://www.belfercenter.org/publication/integrating-carbon-capture-and-storage-igcc-economic-and-technical-challenges","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Assessing Geochemical Carbon Management","https://www.belfercenter.org/publication/assessing-geochemical-carbon-management","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China's Environmental and Energy Challenges","https://www.belfercenter.org/publication/chinas-environmental-and-energy-challenges","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Research Plan and Current Progresses of the In-use Vehicle Emission Project in China","https://www.belfercenter.org/publication/research-plan-and-current-progresses-use-vehicle-emission-project-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The National Gasification Strategy: Gasification of Coal and Biomass as a Domestic Supply Option","https://www.belfercenter.org/publication/national-gasification-strategy-gasification-coal-and-biomass-domestic-supply-option","2005-01-01T12:00:00Z","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Success and Failure in Adopting & Demonstrating Complex Technologies: Two cases in China","https://www.belfercenter.org/publication/success-and-failure-adopting-demonstrating-complex-technologies-two-cases-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Finding Solutions to China’s Energy Problems","https://www.belfercenter.org/publication/finding-solutions-chinas-energy-problems","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Integrating IGCC with CO2 Capture and Storage","https://www.belfercenter.org/publication/integrating-igcc-co2-capture-and-storage","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","""Critical Gaps and R&D 3 Needs in CO2 Capture and Storage Technology","https://www.belfercenter.org/publication/critical-gaps-and-rd-3-needs-co2-capture-and-storage-technology","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Demand Policy Instruments for R&D: Procurement, Technical Standards and The Case of Indian Vaccines","https://www.belfercenter.org/publication/demand-policy-instruments-rd-procurement-technical-standards-and-case-indian-vaccines","2004-12-01T12:00:00Z","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Fuel China with Coal: Technology and Policy","https://www.belfercenter.org/publication/fuel-china-coal-technology-and-policy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Agricultural Biotechnology for Development: Socioeconomic Issues and Institutional Challenges of Genetically Modified (GM) Crops in Developing Countries","https://www.belfercenter.org/publication/agricultural-biotechnology-development-socioeconomic-issues-and-institutional","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Science, Politics and Environmental Policy","https://www.belfercenter.org/publication/science-politics-and-environmental-policy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Willingness-to-Pay for Clean Air: A Case-Study of China's Particulate-Matter Pollution Control Programs","https://www.belfercenter.org/publication/willingness-pay-clean-air-case-study-chinas-particulate-matter-pollution-control","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Living on Coal: Appropriate Technologies and Effective Innovation System","https://www.belfercenter.org/publication/living-coal-appropriate-technologies-and-effective-innovation-system","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Fuel Efficiency Policy Options","https://www.belfercenter.org/publication/fuel-efficiency-policy-options","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Building America Program Evaluation: Volume I Main Report","https://www.belfercenter.org/publication/building-america-program-evaluation-volume-i-main-report","2004-09-01T12:00:00Z","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Drivers of Technological Change in the Chinese Automobile Industry Through Technology Transfer","https://www.belfercenter.org/publication/drivers-technological-change-chinese-automobile-industry-through-technology-transfer","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Deploying IGCC in This Decade with 3 Party Covenant Financing: Overview of Financing Structure","https://www.belfercenter.org/publication/deploying-igcc-decade-3-party-covenant-financing-overview-financing-structure","2004-07-01T12:00:00Z","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Science for Local Needs? Research and Policy Implications of National and International Malaria Efforts","https://www.belfercenter.org/publication/science-local-needs-research-and-policy-implications-national-and-international-malaria","2004-06-01T12:00:00Z","Reports & Papers","Science, Technology, and Globalization Project, Belfer Center"
"All","Technological Change in the Indian Passenger Car Industry","https://www.belfercenter.org/publication/technological-change-indian-passenger-car-industry","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Workshop on Integrated Gasification Combined Cycle: Financing and Deploying IGCC Technology in this Decade -- February 11, 2004","https://www.belfercenter.org/publication/workshop-integrated-gasification-combined-cycle-financing-and-deploying-igcc-technology","2004-06-01T12:00:00Z","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Joint Workshop on the Cooperation in Clean-Coal Technologies Between the United States and China","https://www.belfercenter.org/publication/joint-workshop-cooperation-clean-coal-technologies-between-united-states-and-china","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Robustness of Clean-Coal Technology","https://www.belfercenter.org/publication/robustness-clean-coal-technology","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Biodiversity and Technological Development: Opportunities for Developing Countries?","https://www.belfercenter.org/publication/biodiversity-and-technological-development-opportunities-developing-countries","2004-05-01T12:00:00Z","Reports & Papers","Science, Technology, and Globalization Project, Belfer Center"
"All","Securing the Bomb: An Agenda for Action","https://www.belfercenter.org/publication/securing-bomb-agenda-action","2004-05-01T12:00:00Z","Reports & Papers","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative"
"All","U.S. Clean Vehicle Policy: Lessons for China","https://www.belfercenter.org/publication/us-clean-vehicle-policy-lessons-china","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Financing IGCC - 3Party Covenant","https://www.belfercenter.org/publication/financing-igcc-3party-covenant","2004-02-01T12:00:00Z","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Executive Summary of BCSIA Discussion Paper, Financing IGCC - 3Party Covenant","https://www.belfercenter.org/publication/executive-summary-bcsia-discussion-paper-financing-igcc-3party-covenant","2004-02-01T12:00:00Z","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Car Wreck? Reconciling Economic Development, Environmental Quality, and Oil Security in China","https://www.belfercenter.org/publication/car-wreck-reconciling-economic-development-environmental-quality-and-oil-security-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Preventing Nuclear Terrorism: A Progress Update","https://www.belfercenter.org/publication/preventing-nuclear-terrorism-progress-update","2003-10-22T12:00:00Z","Reports & Papers","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative"
"All","The Roles of Government in the Innovation and Use of Clean-Coal Technologies in the United States and China","https://www.belfercenter.org/publication/roles-government-innovation-and-use-clean-coal-technologies-united-states-and-china","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Toward a Better Institutional System for the R&D of Clean-Coal Technologies in China","https://www.belfercenter.org/publication/toward-better-institutional-system-rd-clean-coal-technologies-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Comments on the 2 June 2003 US Senate Republican Policy Committee document, ?The Shaky Science Behind the Climate Change Sense of the Congress Resolution?","https://www.belfercenter.org/publication/comments-2-june-2003-us-senate-republican-policy-committee-document-shaky-science","2003-06-09T12:00:00Z","Article","Science, Technology, and Public Policy Program, Belfer Center"
"All","Fighting the Smoke Dragons","https://www.belfercenter.org/publication/fighting-smoke-dragons","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China’s Battle for Clean Air: Integrated Assessment of Policy Implementation","https://www.belfercenter.org/publication/chinas-battle-clean-air-integrated-assessment-policy-implementation","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Controlling Nuclear Warheads and Materials: A Report Card and Action Plan","https://www.belfercenter.org/publication/controlling-nuclear-warheads-and-materials-report-card-and-action-plan","2003-03-01T12:00:00Z","Reports & Papers","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative"
"All","Deployment of Cleaner Vehicles in China? The Role of Foreign Direct Investment","https://www.belfercenter.org/publication/deployment-cleaner-vehicles-china-role-foreign-direct-investment","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","What next? Reflection on the Future of Sustainable Development after Johannesburg","https://www.belfercenter.org/publication/what-next-reflection-future-sustainable-development-after-johannesburg","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Moving to Cleaner Vehicles: Alternative Fuel Vehicle Programs in the United States and China","https://www.belfercenter.org/publication/moving-cleaner-vehicles-alternative-fuel-vehicle-programs-united-states-and-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Capacity Building for Climate Change: A Risk Management Approach","https://www.belfercenter.org/publication/capacity-building-climate-change-risk-management-approach","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Technology Transfer from the U.S. to China: Barriers and Incentives","https://www.belfercenter.org/publication/technology-transfer-us-china-barriers-and-incentives","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Intersectoral and International Cooperation to Address Energy Challenges","https://www.belfercenter.org/publication/intersectoral-and-international-cooperation-address-energy-challenges","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Energy, the Economy, and the Environment: The Role of Technological Innovation and International Cooperation","https://www.belfercenter.org/publication/energy-economy-and-environment-role-technological-innovation-and-international","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Recent Developments in U.S. Energy Policy","https://www.belfercenter.org/publication/recent-developments-us-energy-policy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Energy, Environment, the Human Condition, and the Future of Nuclear Energy","https://www.belfercenter.org/publication/energy-environment-human-condition-and-future-nuclear-energy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Energy Conundrum in the 21st Century","https://www.belfercenter.org/publication/energy-conundrum-21st-century","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Global Climate Change: What Do We Know? What Should We Do?","https://www.belfercenter.org/publication/global-climate-change-what-do-we-know-what-should-we-do","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Energy and Climate Strategy in the Clinton-Gore White House: The Role of PCAST","https://www.belfercenter.org/publication/energy-and-climate-strategy-clinton-gore-white-house-role-pcast","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","India: Energy and Environment","https://www.belfercenter.org/publication/india-energy-and-environment","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Technology-Based Estimation of Implicit Value of Life-Saving","https://www.belfercenter.org/publication/technology-based-estimation-implicit-value-life-saving","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","From London to Beijing: Using Health Impact Assessments to Promote Sound Development","https://www.belfercenter.org/publication/london-beijing-using-health-impact-assessments-promote-sound-development","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","U.S. Energy Policy","https://www.belfercenter.org/publication/us-energy-policy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
